Current Time,Latitude,Longitude,Time,Altitude,Velocity,Satelites,Acceleration,Temperature,GyroX,,,,
2019-05-18 16:05,46.004536,-72.732674,113.279,1.24,0.48152,8,10.05,34.11,0.125,,,,
2019-05-18 16:05,46.004539,-72.732674,113.712,1.7,0.48152,8,10.06,34.1,-0.1875,,,,
2019-05-18 16:05,46.004539,-72.732674,113.784,1.43,0.48152,8,10.04,34.1,-0.25,,,,
2019-05-18 16:05,46.004539,-72.732674,113.883,1.59,0.48152,8,10.04,34.1,-0.3125,,,,
2019-05-18 16:05,46.004539,-72.732674,113.932,1.46,0.48152,8,10.04,34.1,-0.125,,,,
2019-05-18 16:05,46.004539,-72.732674,114.003,1.47,0.48152,8,10.08,34.09,-0.125,,,,
2019-05-18 16:05,46.004539,-72.732674,114.075,1.57,0.48152,8,10.04,34.1,0.25,,,,
2019-05-18 16:05,46.004539,-72.732674,114.147,1.33,0.48152,8,10.05,34.1,0.375,,,,
2019-05-18 16:05,46.004539,-72.732674,114.22,1.46,0.48152,8,10.07,34.1,0.3125,,,,
2019-05-18 16:05,46.004539,-72.732674,114.294,1.78,0.48152,8,10.06,34.1,0.1875,,,,
2019-05-18 16:05,46.004539,-72.732674,114.364,1.53,0.48152,8,10.06,34.11,0.1875,,,,
2019-05-18 16:05,46.004539,-72.732674,114.651,1.58,0.48152,8,10.06,34.11,-0.125,,,,
2019-05-18 16:05,46.004539,-72.732674,114.725,1.53,0.48152,8,10.05,34.11,-0.125,,,,
2019-05-18 16:05,46.004539,-72.732674,114.797,1.56,0.48152,8,10.05,34.1,0,,,,
2019-05-18 16:05,46.004539,-72.732674,114.868,1.69,0.48152,8,10.06,34.11,-0.0625,,,,
2019-05-18 16:05,46.004539,-72.732674,114.945,1.31,0.48152,8,10.05,34.13,0.0625,,,,
2019-05-18 16:05,46.004539,-72.732674,115.016,1.55,0.48152,8,10.05,34.11,0,,,,
2019-05-18 16:05,46.004539,-72.732674,115.086,1.75,0.48152,8,10.04,34.12,0.0625,,,,
2019-05-18 16:05,46.004539,-72.732674,115.157,1.72,0.48152,8,10.05,34.12,-0.0625,,,,
2019-05-18 16:05,46.004539,-72.732674,115.231,1.66,0.48152,8,10.01,34.12,-0.0625,,,,
2019-05-18 16:05,46.004539,-72.732674,115.303,1.69,0.48152,8,10.06,34.12,-0.125,,,,
2019-05-18 16:05,46.004539,-72.732674,115.667,1.56,0.48152,8,10.07,34.12,0.0625,,,,
2019-05-18 16:05,46.004539,-72.732674,115.738,1.59,0.48152,8,10.03,34.12,0.1875,,,,
2019-05-18 16:05,46.004539,-72.732674,115.81,1.54,0.48152,8,10.05,34.12,0.3125,,,,
2019-05-18 16:05,46.004539,-72.732674,115.885,1.64,0.48152,8,10.06,34.12,0.375,,,,
2019-05-18 16:05,46.004539,-72.732674,115.955,1.71,0.48152,8,10.02,34.13,0.3125,,,,
2019-05-18 16:05,46.004539,-72.732674,116.028,1.93,0.48152,8,10.05,34.11,0.0625,,,,
2019-05-18 16:05,46.004539,-72.732674,116.099,1.76,0.48152,8,10.04,34.13,0,,,,
2019-05-18 16:05,46.004539,-72.732674,116.169,1.63,0.48152,8,10.03,34.14,-0.0625,,,,
2019-05-18 16:05,46.004539,-72.732674,116.244,1.73,0.48152,8,10.02,34.13,-0.25,,,,
2019-05-18 16:05,46.004539,-72.732674,116.318,1.85,0.48152,8,10.04,34.14,-0.1875,,,,
2019-05-18 16:05,46.004539,-72.732666,116.679,1.73,0.48152,8,10.04,34.13,0.1875,,,,
2019-05-18 16:05,46.004539,-72.732666,116.75,2.04,0.48152,8,10.03,34.12,0.1875,,,,
2019-05-18 16:05,46.004539,-72.732666,116.822,1.71,0.48152,8,10.07,34.13,0.375,,,,
2019-05-18 16:05,46.004539,-72.732666,116.895,1.95,0.48152,8,10.03,34.13,0.3125,,,,
2019-05-18 16:05,46.004539,-72.732666,116.969,1.82,0.48152,8,10.04,34.14,0.375,,,,
2019-05-18 16:05,46.004539,-72.732666,117.04,1.79,0.48152,8,10.05,34.14,0,,,,
2019-05-18 16:05,46.004539,-72.732666,117.11,1.6,0.48152,8,10.06,34.14,-0.25,,,,
2019-05-18 16:05,46.004539,-72.732666,117.182,1.77,0.48152,8,10.05,34.14,-0.1875,,,,
2019-05-18 16:05,46.004539,-72.732666,117.255,1.64,0.48152,8,10.09,34.14,-0.1875,,,,
2019-05-18 16:05,46.004539,-72.732666,117.33,1.6,0.48152,8,10.05,34.14,-0.25,,,,
2019-05-18 16:05,46.004539,-72.732666,117.402,1.7,0.48152,8,10.06,34.14,-0.4375,,,,
2019-05-18 16:05,46.004539,-72.732666,117.501,1.85,0.48152,8,10.06,34.14,-0.0625,,,,
2019-05-18 16:05,46.004539,-72.732666,117.55,1.84,0.48152,8,10.05,34.14,0.1875,,,,
2019-05-18 16:05,46.004539,-72.732666,117.621,1.75,0.48152,8,10.06,34.14,0.375,,,,
2019-05-18 16:05,46.004539,-72.732666,117.691,1.69,0.48152,8,10.06,34.13,0.375,,,,
2019-05-18 16:05,46.004539,-72.732666,117.762,1.82,0.48152,8,10.05,34.14,0.375,,,,
2019-05-18 16:05,46.004539,-72.732666,117.834,1.91,0.48152,8,10.05,34.14,0.375,,,,
2019-05-18 16:05,46.004539,-72.732666,117.906,1.47,0.48152,8,10.02,34.14,0.375,,,,
2019-05-18 16:05,46.004539,-72.732666,117.981,1.52,0.48152,8,10.06,34.15,0.1875,,,,
2019-05-18 16:05,46.004539,-72.732666,118.052,1.68,0.48152,8,10.05,34.15,-0.1875,,,,
2019-05-18 16:05,46.004539,-72.732666,118.123,1.64,0.48152,8,10.06,34.15,-0.25,,,,
2019-05-18 16:05,46.004539,-72.732666,118.196,1.44,0.48152,8,10.04,34.15,-0.3125,,,,
2019-05-18 16:05,46.004539,-72.732666,118.271,1.59,0.48152,8,10.05,34.14,-0.1875,,,,
2019-05-18 16:05,46.004539,-72.732666,118.343,1.64,0.48152,8,10.04,34.14,-0.0625,,,,
2019-05-18 16:05,46.004539,-72.732666,118.414,1.55,0.48152,8,10.04,34.15,-0.0625,,,,
2019-05-18 16:05,46.004539,-72.732666,118.489,1.75,0.48152,8,10.06,34.14,-0.0625,,,,
2019-05-18 16:05,46.004539,-72.732666,118.562,1.58,0.48152,8,10.03,34.15,0.1875,,,,
2019-05-18 16:05,46.004539,-72.732666,118.633,1.84,0.48152,8,10.04,34.14,0.25,,,,
2019-05-18 16:05,46.004539,-72.732666,118.776,1.63,0.48152,8,10.07,34.14,0.25,,,,
2019-05-18 16:05,46.004539,-72.732666,118.849,1.85,0.48152,8,10.04,34.14,0.25,,,,
2019-05-18 16:05,46.004539,-72.732666,118.923,1.77,0.48152,8,10.05,34.15,0.0625,,,,
2019-05-18 16:05,46.004539,-72.732666,118.994,1.69,0.48152,8,10.06,34.15,0.125,,,,
2019-05-18 16:05,46.004539,-72.732666,119.065,1.65,0.48152,8,10.05,34.15,-0.0625,,,,
2019-05-18 16:05,46.004539,-72.732666,119.136,1.75,0.48152,8,10.03,34.15,-0.0625,,,,
2019-05-18 16:05,46.004539,-72.732666,119.209,1.8,0.48152,8,10.07,34.14,-0.1875,,,,
2019-05-18 16:05,46.004539,-72.732666,119.284,1.93,0.48152,8,10.04,34.14,-0.25,,,,
2019-05-18 16:05,46.004539,-72.732666,119.356,1.96,0.48152,8,10.04,34.14,-0.125,,,,
2019-05-18 16:05,46.004539,-72.732666,119.428,1.84,0.48152,8,10.04,34.15,-0.0625,,,,
2019-05-18 16:05,46.004539,-72.732666,119.504,1.47,0.48152,8,10.07,34.16,0,,,,
2019-05-18 16:05,46.004539,-72.732666,119.575,1.67,0.48152,8,10.02,34.14,0.1875,,,,
2019-05-18 16:05,46.004539,-72.732666,119.646,1.62,0.48152,8,10.06,34.16,0.1875,,,,
2019-05-18 16:05,46.004539,-72.732666,119.717,1.77,0.48152,8,10.06,34.14,0.1875,,,,
2019-05-18 16:05,46.004539,-72.732666,119.788,1.62,0.48152,8,10.07,34.14,0.0625,,,,
2019-05-18 16:05,46.004539,-72.732666,119.86,1.96,0.48152,8,10.05,34.14,-0.0625,,,,
2019-05-18 16:05,46.004539,-72.732666,119.936,1.82,0.48152,8,10.07,34.14,-0.0625,,,,
2019-05-18 16:05,46.004539,-72.732666,120.007,1.51,0.48152,8,10.08,34.16,-0.125,,,,
2019-05-18 16:05,46.004539,-72.732666,120.079,1.61,0.48152,8,10.06,34.15,-0.125,,,,
2019-05-18 16:05,46.004539,-72.732666,120.155,1.65,0.48152,8,10.06,34.15,-0.1875,,,,
2019-05-18 16:05,46.004539,-72.732666,120.227,1.93,0.48152,8,10.02,34.15,-0.125,,,,
